Job Title,Salary Estimate,Job Function,Job Description,Company Name,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,age,python_yn,R_yn,spark,aws,excel,company_txt,job_state
Data Scientist,"₹713K - ₹1,008K (Glassdoor Est.)",Data Scientist,"What is in it for you?
Make a difference to cutting edge Silicon Valley AI startups
Execute innovation projects for our enterprise customers like Facebook, Siemens and Roche
Work on our own products which gives a lot of freedom to bring your ideas to the table
If you have your own great idea, we will incubate it
Work in a culture that values capability over experience and continuous learning as a core tenant
You will get to bring your ideas to the table and make a significant difference to the success of the product instead of being a small cog in a big wheel",Ideas2IT Technologies,4.5,Chennai,201 to 500 Employees,2009,Company - Private,IT Service,Information Technology,Unknown / Non-Applicable,713,1008,860.5,12,0,0,0,0,0,Ideas2IT Technologies,Chennai
Machine Learning (India),₹285K - ₹750K (Glassdoor Est.),Data Scientist,"1. At least one-year experience in Python
2. At least one-year experience in Java

Technical Requirements:
1. Python 3, Flask, NLTK, OpenCV
2. AWS Services such as (Elastic Beanstalk, S3, ec2,
3. Google Cloud services as (Google Vision, Firebase)
4. At least one-year experience in Java, SQL database (Required)
5. At least one-year experience in Python. (Required)
6. At least one-year experience in developing backend or microservices. (Required)
7. Version Control/Git
8. Testing/Debugging (Browser developer tools like inspector and JavaScript console)",Accrualify Inc,5,Nāgpur,1 to 50 Employees,2015,Company - Public,-1,-1,Less than $1 million (USD),285,750,517.5,6,1,0,0,1,0,Accrualify Inc,Nāgpur
Data Engineer,₹187K - ₹528K (Glassdoor Est.),Data Engineer,"Job Summary





Experience:
3 - 6 Years


Location:
Bangalore,Chennai,Thiruvananthapuram,Trivandrum",Sampoorna Computer People,3.8,Bangalore,1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Service,Unknown / Non-Applicable,187,528,357.5,-1,0,0,0,0,0,Sampoorna Computer People,Bangalore
Data Scientist,₹810K - 0 (Glassdoor Est.),Data Scientist,"JOB LOCATION
Hyderabad (SAL) IN
JOB POSTING TITLE
Data Scientist
THE CHALLENGE
The data scientist will play a pivotal role in planning, executing and delivering machine learning-based projects. The bulk of the work will be in machine learning (ML) modelling, management and problem analysis, data exploration and preparation, data collection and integration, operationalization. The newly hired data scientist will be a key interface between the analytics team and the business unit(s) and other Digital Transformation (DT) Teams. Candidates need to be very much self-driven, curious and creative. The role may also support the related roles of data engineer and DevOps engineer at times.",GE Appliances,4,Hyderābād,10000+ Employees,2016,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$5 to $10 billion (USD),810,0,405,5,0,0,0,0,0,GE Appliances,Hyderābād
Data Scientist,₹374K - ₹700K (Glassdoor Est.),Data Scientist,"At UiPath we see boundless potential in the way we live. It drives the way we work. Our culture is our most valuable asset, that's why it acts like a compass to us. We’re fast, immersed, humble and bold. And that’s not just words on the walls.

Eliminating time-consuming tasks means people get to do more of what they love. It’s an inspiring, high stakes challenge that motivates us, and this common passion bonds UiPath employees globally. We all strive every day to be better and to accelerate human achievement.

We make robots, but we hire people. Would you like to be part of this journey?
Here's what you would be doing at UiPath:
Build, Improve and extend Computer vision & NLP capabilities research and evaluate new/different approaches to business problems. Help team to build powerful and scalable model along with infrastructure to take these models from experimentation to production.",UiPath,4.1,Bangalore,1001 to 5000 Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,374,700,537,16,0,0,0,0,0,UiPath,Bangalore
Data Scientist,₹297K - ₹793K (Glassdoor Est.),Data Scientist,"Chance to be part of world's leading transportation and logistics company
About Our Client
Chance to be part of one of the world's largest transportation and logistics organisation.
Job Description
Work cross-functionally with teams to analyze usage and uncovering key, actionable insights about customer behavior. Identify opportunities where scientific techniques can be applied to solve business problems
Run statistical analysis and create predictive models based on past user data and behavior. Build and improve machine learning models used in production and manage existing models",Michael Page IN,3.6,Mumbai,201 to 500 Employees,-1,Company - Private,Security Service,Business Service,Unknown / Non-Applicable,297,793,545,-1,0,0,0,0,0,Michael Page IN,Mumbai
"Sr Software Engineer (Architect), Backend - Core Data",₹200K - 200 (Glassdoor Est.),Software Engineer,"About the Role

Data Platform at Uber is looking for a strong Technical Lead (Level 5a Engineer) who has built high quality platforms and services that can operate at scale. 5a Engineer at Uber exhibits following qualities!

Demonstrate tech expertise › Demonstrate technical skills to go very deep or broad in solving classes of problems or creating broadly leverage able solutions.
Execute large scale projects › Define, plan and execute sophisticated and impactful projects. Communicate the vision to peers and partners.
Collaborate across teams › Domain resource to engineers outside your team and help them use the right solutions. Facilitate technical discussions and aim to a consensus.",Uber,4.3,Bangalore,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),200,200,200,12,0,0,0,0,0,Uber,Bangalore
"Data Scientist, Engineering",₹458K - ₹801K (Glassdoor Est.),Data Scientist,"Due to the current health crisis related to COVID-19 and the escalating visa/travel restrictions in place, we're currently unable to extend offers to anyone who cannot work from India due to lockdown visa/travel restrictions, or other restrictive measures until further notice. Consequently, we will be prioritizing candidates who can start in this location by set date as expected. We're keeping the situation under review and would adjust our position should the restrictive measures be removed later on.
Minimum qualifications:
Master's degree in a quantitative discipline or equivalent practical experience.
2 years of experience in data analysis or related field.
Experience with statistical software (e.g., R, Python, Julia, MATLAB, pandas) and database languages (e.g., SQL).

Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.",Google,4.5,Bangalore,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),458,801,629.5,23,1,1,0,0,0,Google,Bangalore
Data Scientist,₹395K - ₹700K (Glassdoor Est.),Data Scientist,"1. Work with clients to identify opportunities for leveraging company data to drive business solutions.
2. Mine and analyze data from company databases, live feeds, third pary sources etc to drive optimization and improvement of product development, marketing techniques and business strategies.
3. Assess the effectiveness and accuracy of new data sources and data gathering techniques.
4. Develop custom data models and algorithms to apply to data sets.
5. Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
6. Develop company A/B testing framework and test model quality.
7. Coordinate with different functional teams to implement models and monitor outcomes.
8. Develop processes and tools to monitor and analyze model performance and data accuracy.",Germane Analytics Pvt Ltd,-1,Bangalore,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,395,700,547.5,-1,0,0,0,0,0,Germane Analytics Pvt Ltd,Bangalore
Data Scientist - Decision Systems/Machine Learning/Deep Learning,₹433K - ₹822K (Glassdoor Est.),Machine Learning Engineer,"Oracle Cloud Infrastructure (OCI)

is a strategic growth area for Oracle. It is a comprehensive cloud service offering in the enterprise software industry, spanning Infrastructure as a Service (IaaS), Platform as a Service (PaaS) and Software as a Service (SaaS). OCI is currently building a future-ready Gen2 cloud Data Science service platform. At the core of this platform, lies Cloud AI Cloud Service.

What OCI AI Cloud Services are:
A set of services on public cloud, that are powered by ML and AI to meet the Enterprise modernization needs, and that work out of the box. These services and models can be easily specialized for specific customer/domain by leveraging

existing

OCI services.


Enables customers to add AI capabilities to their Apps and Workflows easily via APIs or Containers, Useable without needing to build AI expertise in-house and Covers key gaps – Decision Support, NLP, Computer Vision, for Public Clouds and Enterprise in NLU, NLP, Vision and Conversational AI.


As we blaze the trail to provide a single collaborative ML environment for data-science professionals, we will be extremely happy to have you join us and share the very future of our Machine Learning platform - by building an AI Cloud service.

We are addressing exciting challenges at the intersection of artificial intelligence and cutting-edge cloud infrastructure. We are building cloud services in Decision Support (Anomaly Detection, Time series forecasting, Fraud detection, Content moderation, Risk prevention, predictive analytics), computer vision, natural language processing (NLP) and, speech that works out of the box for enterprises. Our product vision includes the ability for enterprises to be able to customize the services for their business and train them to specialize in their data by creating micro models that enhance the global AI models.

What You’ll Do

Provide machine learning methodology leadership.

Work on Decision support areas such as Anomaly Detection, Fraud Detection, Recommendation Systems, Personalizer, Content Moderation and Forecasting Analytics.

Knowledge and work experience in Mathematical and Statistical models like State Estimation techniques, statistical risk analysis using Monte Carlo Simulation, stochastic optimization and time-series forecasting.

Build a core model of cognitive service using various open source and machine learning principles and techniques (Deep Learning, ImageNet models, CNN, RNN, Transformer, Seq2Seq).

Brainstorm and Design various POCs using ML/DL/NLP solutions for new or existing enterprise problems.

Work with fellow data scientists/SW engineers to build out other parts of the infrastructure, effectively communicating your needs and understanding theirs and address external and internal shareholder's product challenges.

Building core of Artificial Intelligence and AI Service as Decision Support, Vision, Speech, Text, NLP, NLU, and others.

Leverage Cloud technology – Oracle Cloud (OCI), AWS, GCP, Azure, Heroku or similar technology.

Build models with Python and machine learning libraries (Pytorch, Tensorflow), Big Data, Hadoop, HBase, Spark, etc

Capable of quickly becoming familiar with new approaches to Machine Learning.

You have been exploring or working on some of the latest advancements in the deep learning space like TensorFlow.

Qualifications

Master’s degree (preferred) in computer science, Statistics or Mathematics, artificial intelligence, machine learning, speech recognition, natural language processing, operations research, or related technical field.

1+ year for PhD, 4+ years for Masters or 6+ years of Experience designing and implementing machine learning models in production environments.

Expert in at least one high level language such as Scala/Java/F#/C#/C++ (Java and Scala preferred)

Expert in at least one scripting language such as Python, Javascript, Shell (Python and Javascript preferred)

Working knowledge of current techniques and approaches in machine learning and statistical or mathematical models like State Estimation techniques, statistical risk analysis using Monte Carlo Simulation, stochastic optimization and time-series forecasting for Anomaly detection, Fraud detection, Risk analysis, Recommendation system etc.

Knowledge in algorithms like Sequential Probability ratio test, One class SVM, Fourier Transformation, Holts Winters, Seasonal Hybrid ESD, Seasonal decomposition/STL.

Experience using ML and DL languages using Python/Scala/Java, to manipulate data and draw insights.

Practical experience and deep knowledge in algorithms for Anomaly detection, NLP, NLU, sentiment analysis, Text to Speech, Vision, recommender systems, reinforcement learning.

Practical experience in feature engineering and evaluation, automation of such tasks, model interpretation & visualization.

Experience or willingness to learn and work in Agile and iterative development and DevOps processes.

Strong drive to learn and master new technologies and techniques.

Deep understanding of data structures, algorithms, and excellent problem-solving skills.

You enjoy a fast-paced work environment.

Additional Preferred Qualifications

Deep experience in Statistics, Mathematical models, Multivariate and Univariate Anomaly detection algorithms are all a huge plus

Experience with Cloud Native Frameworks tools and products is a plus

Have an Impressive portfolio on Kaggle Profile is a plus.

Hands-on experience with horizontally scalable data stores such as Hadoop and other NoSQL technologies

Our vision

is to provide an immersive AI experience on Oracle Cloud. Aggressive as it might sound, our growth journey is fueled by highly energetic, technology savvy engineers like YOU who are looking to grow with us to meet the demands of building a powerful next-generation platform. Are you ready to do something big?

Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will assist in defining and developing software for tasks associated with the developing, debugging or designing of software applications or operating systems. Provide technical leadership to other software developers. Specify, design and implement modest changes to existing software architecture to meet changing needs.

Duties and tasks are varied and complex needing independent judgment. Fully competent in own area of expertise. May have project lead role and or supervise lower level personnel. BS or MS degree or equivalent experience relevant to functional area. 4 years of software engineering or related experience.
Innovation starts with inclusion at Oracle. We are committed to creating a workplace where all kinds of people can be themselves and do their best work. It’s when everyone’s voice is heard and valued, that we are inspired to go beyond what’s been done before. That’s why we need people with diverse backgrounds, beliefs, and abilities to help us create the future, and are proud to be an affirmative-action equal opportunity employer.

Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans status, age, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law.",Oracle,3.7,Bangalore,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),433,822,627.5,44,1,1,1,1,1,Oracle,Bangalore
Data Scientist,₹600K - ₹900K (Glassdoor Est.),Data Scientist,"Data Science @ Tookitaki
The data science team is responsible for solving business problems with complex data. Data complexity could be characterized in terms of volume, dimensionality and multiple touchpoints/sources. We understand the data, ask fundamental-first-principle questions, apply our analytical and machine learning skills to solve the problem in the best way possible. We also encourage to participate in competitions like Kaggle.
Our ideal candidate
We are looking for a junior data scientist who has a deep interest in theoretical and applied machine learning and loves working in a fast-paced environment.
He/she should have 3-5 years’ work experience in predictive analytics/forecasting space and have solved real-world problems. Candidates with experience in transactional anomaly prediction, operational risk modelling would be given preference.",Tookitaki,4.5,Bangalore,51 to 200 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),600,900,750,7,0,0,0,0,0,Tookitaki,Bangalore
Associate Data Scientist,₹520K - ₹679K (Glassdoor Est.),Data Scientist,"ABOUT THE ROLE:

Our Kochi GRAD (Global Research, Analysis, and Development) Marketing Effectiveness Team is hiring for a Manager role .The ideal candidate has expertise in modern analytics programming, experience in developing, testing and orchestrating econometric, statistical and machine learning modules, work experience in unit, integration and regression testing, and the capacity to work in an agile development environment. A background that includes marketing, pricing, advertising measurement and/or planning solutions is an added advantage.

ROLE DETAILS:

Understand the objective of the econometric models, and supervised and unsupervised learning methods, we deploy.",Nielsen,4.2,Cochin,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),520,679,599.5,98,0,0,0,0,0,Nielsen,Cochin
Data Scientist,₹223K - ₹584K (Glassdoor Est.),Data Scientist,"Job Description
Role: - Data Scientist
Location: Pune
Work Experience of 2-7 years

Ø Experience in Python & Scrapping using Selenium, Beautiful Soup, and pandas.
Ø Experience in NLP and NLG using TFIDF, Word2Vec, ELMO, Spacy and BERT & T5.
Ø Experience in Flask web service and Docker image development.
Ø Strong problem-solving skills with an emphasis on data transformation.
Ø Knowledge or experience in RNN, LSTM & CNN.
Ø Knowledge and experience in statistical and data mining techniques: Regression, Random Forest, Boosting, Trees, ARIMA etc.
Ø Knowledge in Cloud Services like AWS, Azure.
Ø Excellent written and verbal communication skills for coordinating across teams.
Ø Coordinate with different functional teams to implement models and monitor outcomes.

2.00-7.00 Years",Banctec Tps India Private Limited,2.7,Pune,10000+ Employees,2017,Company - Public,IT Service,Information Technology,$1 to $2 billion (USD),223,584,403.5,4,1,0,0,1,1,Banctec Tps India Private Limited,Pune
Data Scientist NCT - AVP,₹277K - ₹495K (Glassdoor Est.),Data Scientist,"Corporate Title: AVP
Location: Mumbai
Business Overview:
DWS, publicly listed asset management division of Deutsche Bank, is one of the world's leading investment management organizations with about €793 billion of assets under management (as of 31st Dec. 2020). DWS provides flexible products and solutions to a wide range of investment opportunities across all asset classes – from pooled funds to highly customized portfolios for a wide range of investors and offers individuals and institutions traditional and alternative investments across all major asset classes.
About the DWS ESG Engine team",Deutsche Bank,3.8,Mumbai,10000+ Employees,1870,Company - Public,Banks & Building Society,Finance,$10+ billion (USD),277,495,386,151,0,0,0,0,0,Deutsche Bank,Mumbai
Data Engineer,₹523K - ₹830K (Glassdoor Est.),Data Engineer,"General Purpose of Job:
Collaborates with analytics and business teams to improve data models that feed business intelligence tools, increasing data accessibility and fostering data-driven decision making across the organization.
Performs data analysis required to troubleshoot data related issues and assist in the resolution of data issues.
The Data Engineer will support our developers, architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.
Guides team in best practices for Azure",Huntsman,3.9,Mumbai,5001 to 10000 Employees,1970,Company - Public,Chemical Manufacturing,Manufacturing,$5 to $10 billion (USD),523,830,676.5,51,0,0,0,0,0,Huntsman,Mumbai
Data Scientist,₹488K - ₹532K (Glassdoor Est.),Data Scientist,"Role: Data Scientist
The world never stands still. And new challenges arise every day. With a passion for questioning things, for supplying ideas, and intelligently driving things forward we are helping society move towards a more intelligent future. Be it with technologies that reduce carbon emissions in cities or hyperintelligent robots. This is how we are able, to tackle the most important projects and push them forward together. Help us shape the future.
With our innovative and integrated technology we support our customers in continuously improving the reliability, safety, and efficiency of products, processes and plants.
Can you help us shape the future? We’re looking for dedicated people with the skills and vision to build a better tomorrow. Join our Digital Process Industries team as Data Scientist help us create the technology that will transform entire industries, cities and even countries.",Siemens Technology and Services Private Limited,4.1,Gurgaon,10000+ Employees,1843,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),488,532,510,178,0,0,0,0,0,Siemens Technology and Services Private Limited,Gurgaon
Manager Machine Learning/NLP/NLU/Python,₹186K - ₹714K (Glassdoor Est.),Data Scientist,"We’re seeking a Manager Data Scientist to join our engineering team. The ideal candidate will be engaging with clients to understand their business context and lead a team of data scientists and engineers to embed AI and machine learning into the business decision processes.
This position gives the opportunity for hands-on contribution being a technical SME, customer engagement, and technical team management.
This role is ideal for you if you are passionate to work on complex unstructured business problems that can be solved using data science and machine learning, python we would like to talk to you.

7 - 10 years",Softobiz Technologies,4.5,SAS Nagar,51 to 200 Employees,2008,Company - Private,IT Service,Information Technology,Unknown / Non-Applicable,186,714,450,13,0,0,0,0,0,Softobiz Technologies,SAS Nagar
Data Scientist,₹206K - ₹674K (Glassdoor Est.),Data Scientist,"Job Description
Embed analytics across the organisation to help increase revenue, improve operational efficiency, enable cost optimization, improve guest & employee experience and manage risk.

Help decision makers in the business anticipate and respond faster to emerging trends.

A lean team of data scientists, ML engineers, analysts & consultants.

We are customer advocates & have relentless passion for insight led decision making & strong bias for action",abc consultants,4.3,Noida,201 to 500 Employees,,Company - Private,Staffing & Outsourcing,Business Service,Unknown / Non-Applicable,206,674,440,,0,0,0,0,0,abc consultants,Noida
Data Engineer,₹316K - ₹600K (Glassdoor Est.),Data Engineer,"So what does a Data Data Warehouse Engineer really do? Think of yourself as one of the people responsible for designing, developing, and maintaining data pipelines, data warehouses for use by the analytics infrastructure, so not just anyone is qualified for this role! We make sure we get the best of the best, after all, we are a ridiculously good company so we make sure our employees are top notch. So come on, now we need your full concentration because it’s time to imagine what it’s like being a Data Engineer.

Imagine yourself going to work with one thing on your mind: you will assist in making accurate and meaningful data available for consumption of TaskUs Business Intelligence reporting methodology. As you tackle your new tasks for the day, you know that it will lead to one thing: that everything you do is in order to meet an enterprise’s data delivery, business analysis and reporting needs.",TaskUs,4.6,Indore,10000+ Employees,2008,Company - Private,Staffing & Outsourcing,Business Service,$500 million to $1 billion (USD),316,600,458,13,0,0,0,0,0,TaskUs,Indore
Data Engineer,₹632K - ₹936K (Glassdoor Est.),Data Engineer,"Numerator is a data and tech company bringing speed and scale to market research. Headquartered in Chicago, IL, Numerator has more than 2,000 employees worldwide. The company blends proprietary data with advanced technology to create unique insights for the market research industry that has been slow to change. The majority of Fortune 100 companies are Numerator clients.
Job Description
What We Do and How?
We are a market research company, revolutionizing how it's done! We mix fast paced development and unique approaches to bring best practices and strategy to our technology. Our tech stack is deep, leveraging several languages and frameworks including Python, C#, Java, Kotlin, React, Angular, and Django among others. Our engineering hurdles sit at the intersection of technologies ranging from mobile, computer vision and crowdsourcing, to machine learning and big data analytics.",Numerator,4.1,Pune,1001 to 5000 Employees,2004,Company - Private,Internet,Information Technology,$100 to $500 million (USD),632,936,784,17,1,1,0,0,0,Numerator,Pune
Data Analyst,₹300K - ₹550K (Glassdoor Est.),Data Analyst,"Founded in 1987 and listed on NASDAQ, our client is headquartered in the USA and has an annual turnover of over USD 2+ Billion. They are a leading provider of technology solutions for small, medium, enterprises throughout the North America, Europe and Asia. Their comprehensive expertise and proven experience in advanced technologies and consulting & implementation services makes them the preferred partner for many global MNC customers

As a Data Analyst/ Scientist you will be responsible for reviewing, analysing and for gaining insights from the data stored in the BI data cubes as well as position BI for future uses such as machine learning and predictive analytics of sales behaviors.

Ket Responsibilities and Qualifications/Skills

Selecting features, building and optimizing classifiers using machine learning techniques",itForte,5,Gurgaon,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,300,550,425,-1,0,0,0,0,0,itForte,Gurgaon
Data Engineer,₹822K - ₹922K (Glassdoor Est.),Data Engineer,"You Lead the Way. We’ve Got Your Back.
At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we’re supporting our customers’ financial confidence to move ahead, taking commerce to new heights, or encouraging people to explore the world, our colleagues are constantly redefining what’s possible — and we’re proud to back each other every step of the way. When you join #TeamAmex, you become part of a diverse community of over 60,000 colleagues, all with a common goal to deliver an exceptional customer experience every day.
From building next-generation apps and microservices in Kotlin to using AI to help protect our customers from fraud, you could be doing transformational work that brings our iconic, global brand into the future. As a part of our tech team, we could work together to bring ground-breaking and diverse ideas to life that power the digital systems, services, products and platforms that millions of customers around the world depend on. If you love to work with APIs, contribute to open source, or use the latest technologies, we’ll support you with an open environment and learning culture to grow your career.




ReqID: 21009114
Schedule (Full-Time/Part-Time): Full-time
Date Posted: Apr 27, 2021, 10:25:07 AMAmerican Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability status, age, or any other status protected by law.",American Express,4.2,Bangalore,10000+ Employees,1850,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD),822,922,872,171,0,1,0,0,0,American Express,Bangalore
Data Scientist,₹255K - ₹630K (Glassdoor Est.),Data Scientist,":
Are you a problem solver, explorer, and knowledge seeker – always asking, “What if?”

If so, then you may be the new team member we’re looking for. Because at SAS, your curiosity matters – whether you’re developing algorithms, creating customer experiences or answering critical questions. Curiosity is our code, and the opportunities here are endless.

What we do
We’re the leader in analytics. Through our software and services, we inspire customers around the world to transform data into intelligence. Our curiosity fuels innovation, pushing boundaries, challenging the status quo and changing the way we live.",SAS Institute Inc,4.1,Mumbai,10000+ Employees,1976,Company - Private,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),255,630,442.5,45,0,1,0,0,0,SAS Institute Inc,Mumbai
Data Scientist,"₹464K - ₹1,000K (Glassdoor Est.)",Data Scientist,"Ahmedabad

- Selecting features, building and optimizing classifiers using machine learning techniques
- Data mining using state-of-the-art methods
-Extending company’s data with third party sources of information when needed
- Enhancing data collection procedures to include information that is relevant for building
analytic systems
- Processing, cleansing, and verifying the integrity of data used for analysis
- Doing ad-hoc analysis and presenting results in a clear manner
- Creating automated anomaly detection systems and constant tracking of its performance
Experience",Placement Planet,-1,Ahmedabad,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,464,1000,732,-1,0,0,0,0,0,Placement Planet,Ahmedabad
Data Scientist,₹490K - ₹835K (Glassdoor Est.),Data Scientist,"Hi,

Greetings fromPhoenixHumanCapital Pvt Ltd !!!

Job description
Skill Set:
NLP, Python, Machine Learning
Strong communication skills

Nice To Have:
Data processing,Should have experience in managing big data pipelines

5.00-10.00 Years",Phoenix Human Capital Private Limited,4.7,Chennai,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,490,835,662.5,-1,1,0,0,0,0,Phoenix Human Capital Private Limited,Chennai
Data Scientist,₹390K - ₹700K (Glassdoor Est.),Data Scientist,"Description
BizViz provides a 360 degree view of a business's data, serving any vertical and meeting the demanding needs of all business executives. With a 50+ strong team building the BizViz platform over several years, it is targeted at creating technological solutions that will give our customers the edge they need to succeed.
We strongly believe that our success lies in the success of our customers. We aim to build applications the way they envisioned, keeping each business' unique ideas and requirements in mind. We offer businesses a better alternative to using standard cookie-cutter ERP templates.
Job Summary
Design and execute statistical analysis, modeling, and simulation efforts for clients that lead to actionable decisions affecting operations. Analyze data sets to summarize, identify trends, predict future states, and characterize uncertainty. Author complex written products documenting study results. Apply analytical approaches using statistical programming languages, including Python, SAS, and R. Work closely with teammates from non-mathematical disciplines to ensure that operational strategies are considered in the context of applying statistical theory. Use statistical theory on modeling, simulation, and data analysis to deliver measurable improvements to organizational policies and programs.",BDB,3,Bangalore,51 to 200 Employees,1993,Company - Private,-1,-1,Unknown / Non-Applicable,390,700,545,28,1,0,0,0,0,BDB,Bangalore
Data Scientist,₹275K - ₹624K (Glassdoor Est.),Data Scientist,"Data Scientist
Pune - India
Schlumberger is a leading provider of oilfield services, focusing on innovative technologies for reservoir characterization, drilling, and production. We are also a leading employer in the oilfield sector—with a reputation for hiring the best and the brightest people and keeping them at the top of their game through rewarding career-long development opportunities. We leverage strong local experience and the diversity in thought, background, and knowledge that more than 170 nationalities bring.
We employ over 82,000 people and work in more than 120 countries, we help our customers find and produce oil and gas in ways that demonstrate respect for both people and the environment. Today’s industry challenges call for new ideas, techniques, and solutions. If you want to drive your career and want to grow with a company that’s embraced new ways of thinking since 1927, we may have the career for you. Further information about Schlumberger can be found at www.slb.com",Schlumberger,3.8,Pune,10000+ Employees,1926,Company - Public,Oil & Gas Service,"Oil, Gas, Energy & Utility",$10+ billion (USD),275,624,449.5,95,0,0,0,0,0,Schlumberger,Pune
Data Engineer,₹646K - ₹840K (Glassdoor Est.),Data Engineer,"Summary
STERIS is looking for an experienced Data Engineer to join our growing team of analytics experts. This role will support our Data and Analytics modernization initiatives. The Data Engineer will be responsible for expanding our data pipeline architecture, improving data flow and data collection for analytical use. The Data Engineer will work closely with a global team of software developers, data architects, data analysts and data scientists on data initiatives to ensure consistent data delivery in ongoing projects. This position will report to IT Operation Director.
Essential Job Functions
Date Engineering - Support - 30%",STERIS,4.1,Pune,10000+ Employees,1987,Company - Public,Healthcare Services & Hospital,Healthcare,$2 to $5 billion (USD),646,840,743,34,0,0,0,0,0,STERIS,Pune
Data Scientist,₹288K - ₹950K (Glassdoor Est.),Data Scientist,"Job Summary
Exp: 5+ Years
Location: Bangalore
Required skills:
Statisticalmodeling
MachineLearning
RegressionAnalysis

Should have hands on experience in ML/ Advanced Analytics
Machine Learning - #Python, Statistical techniques - Regression, Classification,",GreenTree,2.3,Bangalore,501 to 1000 Employees,-1,Unknown,Consulting,Business Service,Unknown / Non-Applicable,288,950,619,-1,1,0,0,0,0,GreenTree,Bangalore
Data Engineer,₹350K - ₹800K (Glassdoor Est.),Data Engineer,"Company Description
Smaato’s Digital Advertising Technology Platform gives publishers the controls to deliver seamless, tailored, and engaging experiences for their audiences and advertisers. Advanced targeting capabilities and competitive intelligence help publishers optimize their monetization strategy to create data-driven experiences and reach their full revenue potential. Founded in 2005, Smaato is headquartered in San Francisco, California, with additional offices in Hamburg, New York, Shanghai, and Singapore. Learn more at www.smaato.com.

Job Description
As a Data Engineer at Smaato you take responsibility for feature development, regular architecture designs and on-call rotation for our data delivery and reporting platform. You command a professional level of JVM programming languages and NoSQL or column oriented DBMS like Druid/Hbase. This role is critical to the business, providing important data streams to other development and business operations teams as well as to our Publisher and Advertiser customers. Continually enhancing a lean architecture design, going up and beyond to deliver team commitments in due course, and performance tuning resulting in cost savings make you successful in this role.",Smaato Inc.,2.6,Hyderābād,201 to 500 Employees,2005,Company - Private,Internet,Information Technology,$100 to $500 million (USD),350,800,575,16,0,0,0,0,0,Smaato Inc.,Hyderābād
