Job Title,Salary Estimate,Job Function,Job Description,Company Name,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Engineer,₹511K - ₹718K (Glassdoor Est.),Data Engineer,"Job Description

Job Title –

Data Engineering

Place of work

Mumbai
Business Unit

– Corporate Function

Function

– HPE


Drive execution of technical and architectural decisions made by data engineers and ensure deployment of right practices. Populate data platforms, build execution framework and diagnosis of existing architecture from a data engineering perspective


Design and implementation of analytics execution framework

Work with data scientists and other data engineers to develop data pipelines for model development and productization

Provide inputs on right tool options and model designs for use cases

Help data architect and data translators understand technical nuances to constructively drive fast iterations

Design roadmap for implementing software engineering practices for higher code quality

Identify gaps and implement solutions for data security, quality and automation of processes

Collaborate with team members from varied backgrounds & disciplines to drive outcomes


Graduate – Any


Minimum of 7+ Years",IDFC FIRST Bank,3.5,Mumbai,5001 to 10000 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Scientist,₹129K - ₹783K (Glassdoor Est.),Data Scientist,"We are looking for a Data Scientist who will support our Company with insights gained from analysing company data. The ideal candidate is adept at using large data sets to find opportunities, patterns and process optimization and using scalable models to test the effectiveness of different courses of actions that will help improve our company business decision capabilities. You must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. You should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. You must have a proven ability to drive business results with their data-based insights. Must be comfortable working with a wide range of stakeholders and functional teams.
The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.",Jumio Corporation,-1,Jaipur,-1,-1,-1,-1,-1,-1
Data Scientist,₹360K - ₹950K (Glassdoor Est.),Data Scientist,"null
Proven experience as a Machine Learning Engineer or similar role

Understanding of data structures, data modelling and software architecture

Deep knowledge of math, probability, statistics and algorithms

Ability to write robust code in Python, Java and R

Working experience with python and associated libraries in Deep Learning/ Machine Learning Framework

Excellent communication skills

Ability to work in a team

The candidate should have strong analytical skill with mathematical problem-solving ability, Statistical modelling and Prediction

Knowledge of R and Matlab, Java and GIS-Remote Sensing can be added advantage

- Experience with NLP pipelines - Experience in Academic data - Experience in PL/SQL and RDBMS

Experience in GP-GPU programming environments (Cuda, OpenCV) - Strong coding chops

Familiarity with web technologies

Must have experience working on large scale projects as well as handling day-to-day operational requests from the business

Strong project management, ability to successfully manage multiple tasks at any given point, strong relationship building skills & communication skills

Understanding of fundamentals and analytical data

Data analysis – Must have proficiency with SQL, Microsoft Excel",Infinium Solutionz,3.7,Ahmedabad,201 to 500 Employees,2008,Company - Private,IT Service,Information Technology,$100 to $500 million (USD)
Data Analyst,₹780K - ₹950K (Glassdoor Est.),Data Analyst,"Job Requisition ID #
21WD47728

Position Overview

At Autodesk, we believe that nothing is impossible, and you can #makeanything, and the right candidate would bring that mindset to the People Services- People Data Operations team. This group partners closely with People & Places teams to provide high scale operational reporting and data support services. As a People Data Analyst, you will be responsible for providing data transaction support and accurate responses to data queries.

Responsibilities
Partners with Workday, ServiceNow expert team members to ensure data accuracy in transactions
#LI-POST

At Autodesk, we're building a diverse workplace and an inclusive culture to give more people the chance to imagine, design, and make a better world. Autodesk is proud to be an equal opportunity employer and considers all qualified applicants for employment without regard to race, color, religion, age, sex, sexual orientation, gender, gender identity, national origin, disability, veteran status or any other legally protected characteristic. We also consider for employment all qualified applicants regardless of criminal histories, consistent with applicable law.",Autodesk,4.2,Bangalore,5001 to 10000 Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
Data Scientist,₹520K - ₹900K (Glassdoor Est.),Data Scientist,"Business Unit:
Cubic Corporation
Company Details:
Cubic offers an opportunity to provide innovative technology for government and commercial customers around the globe, helping to solve their future problems today. We’re the leading integrator of payment and information technology and services for intelligent travel solutions worldwide, and the leading provider of realistic combat training systems, secure communications and networking and highly specialized support services for military and security forces of the U.S. and allied nations. If you have an entrepreneurial spirit and thrive in an innovative environment, we want to talk to you about your next role at Cubic! We are seeking employees inspired by technology, and motivated by the rewards of hard work, commitment, teamwork, quality, integrity, and respect. We invite you to explore opportunities with Cubic.
Employee",Cubic Corporation,3.4,Hyderābād,5001 to 10000 Employees,1951,Company - Public,Aerospace & Defence,Aerospace & Defence,$1 to $2 billion (USD)
Data Engineer,-1,Data Engineer,"TouchNote - Reinventing personal communication for the digital era.
TouchNote is an app designed to help nurture your most important relationships. Our creative platform lets you send custom-made real cards, straight from your phone, anywhere in the world. We help our members share the everyday, anyday. Postcards, greetings cards, prints, framed photos and much more, we’ve helped send over 15 millions cards to 180 countries worldwide.
About the Team
We’re a team of passionate individuals trying to make a difference, bridging the gap between digital and physical. With a vibrant office in Hyderabad, you can expect lots of fun and social activities, but we’re about so much more than that, we take the culture of our team incredibly seriously, and have big ambitions when it comes to what we do and how we do it.",TouchNote,4.5,Hyderābād,1 to 50 Employees,2008,Company - Private,Internet,Information Technology,$10 to $25 million (USD)
Data Scientist - Predictive Sales,₹700K - ₹781K (Glassdoor Est.),Data Scientist,"Reinventing since 1939. We are one of the leading Print and Personal Systems technology companies in the world and our vision is to create technology that makes life better for everyone, everywhere. Joining HP is joining an adventure to reinvent the tech world and reinvent yourself every day!
As Data Scientist in the Sales & Channel team you will shape HP’s future of how we drive sales with AI guided action and Predictive analytics. Working in a very dynamic, highly skilled and diverse team (statisticians, engineers, scientists – many of them with a PhD), you will combine your economic & engineer thinking, statistical modeling, experimentation and optimization methods to build complex algorithms for most popular Printers and PCs in the market.
About you:
You are passionate about unveiling answers to most difficult questions using data and models",HP,4.2,Bangalore,10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,₹374K - ₹700K (Glassdoor Est.),Data Scientist,"At UiPath we see boundless potential in the way we live. It drives the way we work. Our culture is our most valuable asset, that's why it acts like a compass to us. We’re fast, immersed, humble and bold. And that’s not just words on the walls.

Eliminating time-consuming tasks means people get to do more of what they love. It’s an inspiring, high stakes challenge that motivates us, and this common passion bonds UiPath employees globally. We all strive every day to be better and to accelerate human achievement.

We make robots, but we hire people. Would you like to be part of this journey?
Here's what you would be doing at UiPath:
Build, Improve and extend Computer vision & NLP capabilities research and evaluate new/different approaches to business problems. Help team to build powerful and scalable model along with infrastructure to take these models from experimentation to production.",UiPath,4.1,Bangalore,1001 to 5000 Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,₹293K - ₹491K (Glassdoor Est.),Data Scientist,"AppZen is the leader in Finance AI software. Our patented software is the only autonomous spend software to understand financial transactions and enable automatic decisions based on finance policies. Using AI deep learning, semantic analysis, and computer vision, AppZen accurately processes intelligence from thousands of data sources and images to better understand financial transactions and empower business decisions. AppZen has saved customers more than $500M and increased efficiency by 90 percent by eliminating 1M hours of manual work. Over 1,800 enterprises use AppZen for autonomous expense and accounts payable processes, reduced expenditures and real-time insights into business spend trends.

We are looking for a Data Scientist to come and work on our growing AI stack. You will be working with a team of highly skilled and motivated data scientists and machine learning engineers. If you are excited about natural language understanding and machine translation, AppZen is the right place for you to apply and grow your skills.",AppZen,4.1,Pune,201 to 500 Employees,2012,Company - Private,Financial Transaction Processing,Finance,$5 to $10 million (USD)
"Associate, Data Scientist - JPMorgan Wealth Management Analytics & Insights",-1,Data Scientist,"Associate, Data Scientist - JPMorgan Wealth Management Analytics & Insights
Job Category: Data & Analytics
Employer Description
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.","JPMorgan Chase Bank, N.A.",3.8,Bangalore,10000+ Employees,1799,Subsidiary or Business Segment,Banks & Building Society,Finance,$10+ billion (USD)
Machine Learning Engineer,-1,Machine Learning Engineer,"Design and develop solutions using Machine Learning and other advanced AI technologies to solve a variety of problems
Translate user stories and business requirements to technical solutions by building quick prototypes or proof of concepts with several business and technical stakeholder groups in both internal and external organizations
Convert the proof of concepts to production-grade solutions that can scale for hundreds of thousands of users
Be hands-on where required and lead by following best practices in development and CI/CD methods
yöu
4+ years of experience in software development for high-tech products or services",umlaut AG,3.4,Bangalore,1001 to 5000 Employees,1996,Company - Private,Consulting,Business Service,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"Introduction
As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes and collaborating on product development. Work with Best in Class open source and visual tools, along with the most flexible and scalable deployment options. Whether it’s investigating patient trends or weather patterns, you will work to solve real world problems for the industries transforming how we live.

Your Role and Responsibilities
As businesses, governments and communities become more data driven in their decision making and business operations, demand on the new and innovative AI and Analytics related capabilities are exponentially growing. As trusted advisor to the Chief Analytics Officer and various CXOs (Marketing, Risk, Digital), build compelling value proposition for flexible and futuristic Analytics driven insights and solutions. You will partner with sector teams, global markets team and all IBM brands to sense, originate, qualify opportunities, and pursue the deals to closure.

Responsibilities:

Required Technical and Professional Expertise

Preferred Technical and Professional Expertise

About Business UnitIBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter businesses by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.

Your Life @ IBMWhat matters to you when you’re looking for your next career challenge?

Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities – where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.

Impact. Inclusion. Infinite Experiences. Do your best work ever.

About IBMIBM’s greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.

Location StatementFor additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBMIBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",IBM,4,Bangalore,10000+ Employees,1911,Company - Public,IT Service,Information Technology,$10+ billion (USD)
Data Scientist,₹552K - ₹832K (Glassdoor Est.),Data Scientist,"Ingredion is currently recruiting for the position of Data Scientist. In this role, we are seeking a skilled, passionate individual who has a rich background of working with variety of data and data sources and providing meaningful predictive outcomes. In this exciting start-up environment, you'll have the opportunity to develop data science processes from the ground up and work directly with decision-making leaders to shape the future of Ingredion’s most important strategic initiatives.
Responsibilities:
Develop and validate statistical forecasting models or predictive models and tools
Research and evaluate innovative analytical methodologies, approaches, and solutions
Collaborate with data engineering, analytics and data integration teams to set objectives, approaches, and work plans
No",Ingredion,3.7,Mumbai,10000+ Employees,1906,Company - Public,Food & Drink Manufacturing,Manufacturing,$5 to $10 billion (USD)
Data Scientist - Machine Learning (Commerce BU),"₹594K - ₹1,080K (Glassdoor Est.)",Data Scientist,"Overview:
The Data Science and Machine Learning team works closely with sales, product and engineering teams to design and implement the next generation of retail solutions. Data Science team members bear the heavy burden of turning both small, sparse and massive data into actionable insights with measurable improvements to the customer bottom line. They use rigorous analysis and repeatable processes to implement both black box and interpretable models.
Responsibilities:
Under guidance, or independently, design and implement machine learning models by
Procuring data from platform, client and public data sources",Blue Yonder,4.2,Bangalore,5001 to 10000 Employees,1985,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion (USD)
Sr Advanced Data Scientist,"₹702K - ₹1,000K (Glassdoor Est.)",Data Scientist,"Innovate to solve the world's most important challenges
Key responsibilities -
Implementation of end-to-end statistical/ML/analytics solutions as per the industry standard process, CRISP-DM
Understand business requirements and propose suitable solutions
Explore, devise and implement ML algorithm stack
Experiment, prototype and finalize specific solution with the best business metrics
Design and implement architecture/tech stack for data integration, data flow and data storage for ML solutions
Collaborate with product teams across the organization for deployment and integration of AI solutions in existing products
Deliver production quality, modular, reproducible code in Python
Create data visualizations to visualize raw data and analytics insights to demonstrate efficacy of the solution

Requirements –
Solid understanding of statistics, probability, ML and DL
A minimum of 2 years of experience in developing and deploying end-to-end AI/ML solutions in production environment
Exposure to reinforcement learning, supervised and unsupervised algorithms, various architectures of neural networks, time series forecasting, deep learning networks
Deep expertise in any specific application of ML and DL
Prior experience in building and deploying ML pipelines from data ingestion, preparation to deploying models in production
An understanding of various databases relational, NoSQL with prior experience in any DB
Exposure to ML and DL frameworks like TensorFlow, PyTorch, Caffe, etc
Familiarity with ML testing and data validation frameworks
Good to have –
Familiarity with IoT communication protocols like MQTT
Edge AI deployment experience",Honeywell,3.7,Bangalore,10000+ Employees,1885,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Engineer,₹114K - ₹608K (Glassdoor Est.),Data Engineer,"3+ years of experience as a Data Engineer or in a similar role
Experience with data modeling, data warehousing, and building ETL pipelines
Experience in SQL
Understanding of ETL concepts and experience of using them to build large-scale, complex datasets using traditional data warehousing or big data technologies.
Data modeling skills with solid knowledge of various industry standards such as dimensional modeling, star schemas etc
Proficient in writing performant SQL working with large data volumes
Experience designing and operating very large Data Warehouses
Experience with scripting for automation (e.g., UNIX Shell scripting, Python, Perl, Ruby).
The Finance Automation team at Amazon is looking for a Data Engineer to play a key role in building next generation data warehouse services in finance space. The ideal candidate will be passionate about building large, scalable, and fast distributed systems on AWS stack. The candidate will want to be part of a team that has accepted the goal to democratize access to data and enabling data driven innovations for the entire finance business in Amazon. We are one of the fastest growing Data Engineering teams across Amazon with strong technology orientation.

We are looking for a candidate with strong background in the AWS technology stack (S3, EMR, Redshift) and traditional data warehousing experience with interest in data mining and ability to sieve emerging patterns and trends from large amounts of data. The successful candidate should have strong experience with all standard data warehousing technical components (e.g. ETL, Reporting, and Data Modeling), infrastructure (hardware and software) and its integration. The ideal candidate will have experience in dimensional modeling, excellent problem solving ability, capability in dealing with huge volumes of data, and has a short learning curve. Excellent written and verbal communication skills are required as the candidate will work very closely with diverse teams and senior leadership.

Along with complex problems to solve, we provide you a world class work environment and a chance to work with talented team members in the data engineering space and the opportunity to contribute and create history while having fun.

Responsibilities
·
·
·
·
·",ADCI HYD 13 SEZ,4.3,Hyderābād,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
WM Data Scientist,"₹918K - ₹1,156K (Glassdoor Est.)",Data Scientist,"As a member of our Predictive Science Group we look first and foremost for people who are passionate around solving business problems through data, innovation & engineering practices. You will be required to apply your depth of knowledge and expertise to all aspects of the data lifecycle, as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You'll work in a collaborative, trusting, thought-provoking environment-one that encourages diversity of thought and creative solutions that are in the best interests of our customers globally.
As a member of a diverse team, you will be expected to:
Deep dive into business' problems and identify use cases that could represent an opportunity for transformational or disruptive innovation using the Machine learning models.","JPMorgan Chase Bank, N.A.",3.8,Bangalore,10000+ Employees,1799,Subsidiary or Business Segment,Banks & Building Society,Finance,$10+ billion (USD)
Data Scientist,-1,Data Scientist,"Job Title
Data Scientist
Job Description
Data Scientist (KHE India)
Do you have a passion for using your skills to develop innovative technologies ? Are you interested in working on a team of professionals at a globally respected education organization and using your talents for building solutions that help thousands of students achieve success ? If so, join us and take your career to the next level. We are building a team of talented individuals to work on innovative products for education.
Bangalore, KA, India
Employee
Data Science & Analytics",Kaplan,3.6,Bangalore,10000+ Employees,1938,Subsidiary or Business Segment,Education Training Service,Education,$2 to $5 billion (USD)
Data Engineer,₹522K - ₹600K (Glassdoor Est.),Data Engineer,"Before ApplyinG
We have big plans to disrupt the traditional fundraising process for private businesses
You will work with a diverse team of former investment bankers, strategy consultants and business owners in developing, monitoring, and improving products to facilitate the activity of private investing
Everything we do is focused on helping businesses do business, better
We work really hard but play really hard as well
‍
‍",Fundnel Pte Ltd,4.4,Mumbai,1 to 50 Employees,2015,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
Senior Data Scientist,₹610K - ₹728K (Glassdoor Est.),Data Scientist,"At Trane Technologies® we Challenge Possible. Our brands – including Trane® and Thermo King® - create access to cooling and comfort in buildings and homes, transport and protect food and perishables, connect customers to elevated performance with less environmental impact, dramatically reduce energy demands and carbon emissions, and innovate with a better world in mind. We boldly challenge what’s possible for a sustainable world.

Job Summary：
We are looking for an experienced Data Scientist who is passionate about understanding operating principles, failure modes of mechanical hardware such as IC Engines, Compressors, and Refrigeration systems, etc. and develop different machine learning models that can accurately segregate/predict impending failures among fielded assets.

Responsibilities:",Trane Technologies,4.4,Bangalore,10000+ Employees,2020,Company - Public,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable
Data Scientist - IBM Garage,-1,Data Scientist,"Introduction
IBM is continuously accelerating its digital transformations to help clients modernize their applications, address new markets and make investments in emerging opportunities through our hybrid cloud and AI strategy. Creating client dedicated garages are key to delivering rapid innovation and desired outcomes for our clients.
Our clients at IBM Garage leverage multidisciplinary Garage teams across Enterprise Design Thinking; Lean Start-up strategies; development, security and operations (DevSecOps) to create an entrepreneurial “fishbowl” to deliver outcomes faster than would otherwise be possible. If the thought of innovating at start-up speed with enterprise-scale excites you, IBM Garage is the right team for you!
As a Data Scientist in the IBM Garage team you will part of a cross-functional team that delivers a unique client co-creation experience to accelerate client transformation.

Your Role and Responsibilities
IBMReferred_India

Required Technical and Professional Expertise

Preferred Technical and Professional Expertise


About Business UnitIBM has a global presence, operating in more than 175 countries with a broad-based geographic distribution of revenue. The company’s Global Markets organization is a strategic sales business unit that manages IBM’s global footprint, working closely with dedicated country-based operating units to serve clients locally. These country teams have client relationship managers who lead integrated teams of consultants, solution specialists and delivery professionals to enable clients’ growth and innovation. By complementing local expertise with global experience and digital capabilities, IBM builds deep and broad-based client relationships. This local management focus fosters speed in supporting clients, addressing new markets and making investments in emerging opportunities. Additionally, the Global Markets organization serves clients with expertise in their industry as well as through the products and services that IBM and partners supply. IBM is also expanding its reach to new and existing clients through digital marketplaces.

Your Life @ IBMWhat matters to you when you’re looking for your next career challenge?

Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities – where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.

Impact. Inclusion. Infinite Experiences. Do your best work ever.

About IBMIBM’s greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.

Location StatementFor additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBMIBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",IBM,4,Bangalore,10000+ Employees,1911,Company - Public,IT Service,Information Technology,$10+ billion (USD)
Data Scientist,"₹713K - ₹1,008K (Glassdoor Est.)",Data Scientist,"What is in it for you?
Make a difference to cutting edge Silicon Valley AI startups
Execute innovation projects for our enterprise customers like Facebook, Siemens and Roche
Work on our own products which gives a lot of freedom to bring your ideas to the table
If you have your own great idea, we will incubate it
Work in a culture that values capability over experience and continuous learning as a core tenant
You will get to bring your ideas to the table and make a significant difference to the success of the product instead of being a small cog in a big wheel",Ideas2IT Technologies,4.5,Chennai,201 to 500 Employees,2009,Company - Private,IT Service,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"Company Description

Arista recently acquired the Awake Security NDR (Network Detection and Response) platform and is excited to create and scale a team in the Bangalore Development Center to develop and execute product test automation.
Arista has ambitious plans to grow the Bangalore-based Development Center in the next couple of years and now is a great time to join the team when you can have a significant impact on the shape and direction as the office grows.

Job Description",Arista Networks,4.2,Bangalore,1001 to 5000 Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
Data Scientist,-1,Data Scientist,"Ruby Seven Studios is looking for a talented Data Scientist for our office in Kochi, India. Some of our popular games are Best Bet Casino, Lucky North Casino, TropWorld Casino, Big Spin Bingo and Ruby Seven Video Poker. If this sounds like your kind of gig, email our hiring manager your resume and a brief cover letter detailing how you’ll shine in this position.
Responsibilities:
Consulting with internal customers (e.g., Marketing) to develop analyses that lead to actionable insights that accelerate profitable growth
Wrangling data from multiple sources including sales, product, and customer/player databases to create integrated views that can be used to drive decision making
Working with several large and complex SQL databases
Designing and building reports and analyses by using analytics tool",Ruby Seven Studios,4,Cochin,51 to 200 Employees,2012,Company - Private,Video Game,Media,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"TELECOMMUTE LOCATION: Remote, US

Premier is looking for smart, agile individuals like you to help us transform the healthcare industry. Here you will find critical thinkers who have the freedom to make an impact. Colleagues who share your thirst to learn more and do things better. Teammates committed to improving the health of a nation. See why incredible challenges require incredible people.
Our team works on some of the hardest problems in healthcare and is comprised of some of the most dedicated and talented people in the industry. As a fully remote team, we embrace independent thinking and collaborative problem-solving.
We use a variety of AI approaches including state-of-the-art Deep Learning methods for natural language processing, computer vision, and predictive modeling. In this role, you will advance our health AI platform to extract and infer information from patient records.",skilora,-1,Remote,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist - Machine Learning (India),₹285K - ₹750K (Glassdoor Est.),Data Scientist,"1. At least one-year experience in Python
2. At least one-year experience in Java

Technical Requirements:
1. Python 3, Flask, NLTK, OpenCV
2. AWS Services such as (Elastic Beanstalk, S3, ec2,
3. Google Cloud services as (Google Vision, Firebase)
4. At least one-year experience in Java, SQL database (Required)
5. At least one-year experience in Python. (Required)
6. At least one-year experience in developing backend or microservices. (Required)
7. Version Control/Git
8. Testing/Debugging (Browser developer tools like inspector and JavaScript console)",Accrualify Inc,5,Nāgpur,1 to 50 Employees,2015,Company - Public,-1,-1,Less than $1 million (USD)
Data Engineer,₹187K - ₹528K (Glassdoor Est.),Data Engineer,"Job Summary





Experience:
3 - 6 Years


Location:
Bangalore,Chennai,Thiruvananthapuram,Trivandrum",Sampoorna Computer People,3.8,Bangalore,1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Service,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"Responsibilities
IBM Infosphere DataStage
5 + years of experience on IBM Infosphere DataStage Client tools 8.5/11.5
Good understanding of ETL Processes and data warehousing concepts
Good hands on Unix Shell Scripting
Good Hands on Oracle SQL ,good to have Hands-on MySQL database
Good to have previous exposure IBM DataStage server version migration preferably cross OS platforms (Windows to UNIX)
Good analytical and troubleshooting skills to resolve the issues in timebound manner.",Société Générale,3.7,Bangalore,10000+ Employees,1864,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Data Scientist,₹810K - 0 (Glassdoor Est.),Data Scientist,"JOB LOCATION
Hyderabad (SAL) IN
JOB POSTING TITLE
Data Scientist
THE CHALLENGE
The data scientist will play a pivotal role in planning, executing and delivering machine learning-based projects. The bulk of the work will be in machine learning (ML) modelling, management and problem analysis, data exploration and preparation, data collection and integration, operationalization. The newly hired data scientist will be a key interface between the analytics team and the business unit(s) and other Digital Transformation (DT) Teams. Candidates need to be very much self-driven, curious and creative. The role may also support the related roles of data engineer and DevOps engineer at times.",GE Appliances,4,Hyderābād,10000+ Employees,2016,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$5 to $10 billion (USD)
Data Engineer,-1,Data Engineer,"Skills: Python with Hive or Java with Hive.
Candidate should have hands on experience in Hive.
Candidate should have experience in Hadoop Added advantage

Experience: 3+ Years
Notice Period: Immediate

What You Need for this Position
You should have knowledge of:",Bloom Consulting Services,3.8,Chennai,1 to 50 Employees,2015,Company - Private,IT Service,Information Technology,Less than $1 million (USD)
Data Scientist,-1,Data Scientist,"Company Profile:
Prevalent AI is a Security Data Science Company, founded in the UK, by experts recognized globally, for solving the world’s toughest security problems. We apply the world’s best Security Data Science knowledge and expertise to help companies understand, deploy and support the most advanced security solutions, by developing a security architecture based on a deep understanding of Data Science, Security Tradecraft and Big Data Technologies.
Prevalent AI India Pvt Ltd., a subsidiary of Prevalent AI, has offices in Infopark, Cochin, Kerala. For more information, please visit https://www.prevalent.ai

Role Purpose and Key Accountabilities:
The primary role of a Data Scientist involves understanding and analysing the data collected from various sources, drawing inferences from the collated data and preparing conclusions out of it, to provide a competitive advantage or address a pressing business problem.
This role further involves employing sophisticated analytics programs, machine learning and statistical methods to prepare data for use in predictive and prescriptive modelling. Primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems.
requirements, with maximum generality, using data science methods, including:
documentation and iterate designs in response to negotiations with business SMEs.",Prevalent AI,4.5,Cochin,51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,₹374K - ₹700K (Glassdoor Est.),Data Scientist,"At UiPath we see boundless potential in the way we live. It drives the way we work. Our culture is our most valuable asset, that's why it acts like a compass to us. We’re fast, immersed, humble and bold. And that’s not just words on the walls.

Eliminating time-consuming tasks means people get to do more of what they love. It’s an inspiring, high stakes challenge that motivates us, and this common passion bonds UiPath employees globally. We all strive every day to be better and to accelerate human achievement.

We make robots, but we hire people. Would you like to be part of this journey?
Here's what you would be doing at UiPath:
Build, Improve and extend Computer vision & NLP capabilities research and evaluate new/different approaches to business problems. Help team to build powerful and scalable model along with infrastructure to take these models from experimentation to production.",UiPath,4.1,Bangalore,1001 to 5000 Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"Techvantage Analytics, a product engineering company that builds first-of-its-kind AI-centric products is looking for Data Scientist.


What we are looking from an ideal candidate?


Key Responsibilities",Techvantage Systems,4.1,Thiruvananthapuram,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"Qualifications
Masters in Computer Science/Maths/Physics
Experience
7-12 years
Job Description
Key Job Responsibilities
The Job
We are hiring our first Data Scientist role for our Internet technology and help further strategic decisions.
The candidate in the position will ensure success by using analytics to drive the growth, and success of the product.",Lantern Digital Services,3.6,Noida,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
